Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-431.1434	-588.496	157.3526	2.344815	0.733173	0.131064	0.0661574	0.0696055	1.531692	1.361144
6	-424.8526	-580.7969	155.9443	4.839002	0.253718	0.648876	0.0452472	0.0521592	1.577974	1.361144
12	-434.9224	-591.6756	156.7532	3.835805	0.211451	0.108658	0.514083	0.165809	1.641705	1.019338
18	-440.5074	-596.0465	155.5391	5.790629	0.28196	0.29019	0.223842	0.204009	1.783648	1.199561
24	-434.8144	-590.2881	155.4736	6.666971	0.352944	0.0166016	0.36172	0.268734	1.771421	0.9668904
30	-446.0116	-599.7858	153.7742	10.94079	0.0212504	0.046936	0.627301	0.304513	1.922209	1.228292
36	-437.4104	-592.2424	154.8321	7.534113	0.0126892	0.0165045	0.68341	0.287396	1.833711	1.228292
42	-439.9055	-598.9949	159.0894	0.5726311	0.0833666	0.545551	0.260323	0.11076	1.559735	1.192798
48	-440.6914	-598.0682	157.3768	1.674144	0.103406	0.325793	0.400429	0.170371	1.462202	1.765849
54	-435.3217	-590.5126	155.1909	6.583288	0.649583	0.0763591	0.182545	0.0915122	1.763443	1.259322
60	-441.5108	-594.3414	152.8307	16.44719	0.473029	0.0763272	0.235678	0.214965	1.818203	1.117612
66	-443.1106	-597.3296	154.219	10.41455	0.218042	0.109852	0.364702	0.307404	1.811717	1.049338
72	-443.331	-601.8189	158.4879	0.784935	0.0693924	0.721356	0.0382528	0.170999	1.584647	1.47544
78	-441.4535	-594.4962	153.0426	12.69459	0.225474	0.098831	0.48753	0.188165	1.357977	1.882485
84	-448.9439	-607.1514	158.2075	1.142804	0.366104	0.108818	0.0431186	0.481959	2.361795	0.4287689
90	-437.514	-595.1094	157.5953	1.943222	0.398833	0.260716	0.285878	0.0545724	2.254569	0.6679374
96	-436.4712	-594.3896	157.9184	1.62159	0.451209	0.175598	0.292765	0.0804277	2.136867	0.7538114
102	-433.2862	-591.2676	157.9814	1.62159	0.116398	0.320628	0.525151	0.0378235	2.149334	0.6112569
108	-447.0908	-605.1041	158.0133	1.166111	0.364632	0.0494435	0.515644	0.0702805	2.523291	0.6112569
114	-435.372	-593.9836	158.6116	0.7772949	0.359475	0.362885	0.257864	0.0197763	2.316132	0.6112569
120	-448.8127	-606.1002	157.2875	2.435626	0.0285241	0.623799	0.246102	0.101575	2.171602	0.7338402
126	-444.0382	-602.2772	158.239	1.454097	0.0209877	0.790195	0.181079	0.0077383	1.96072	0.7514947
132	-429.0298	-587.968	158.9381	0.562983	0.0777646	0.743921	0.150196	0.0281184	1.801251	1.122215
138	-429.0096	-587.0668	158.0571	1.434717	0.188196	0.209585	0.53417	0.0680487	1.942786	1.005446
144	-433.7043	-592.1514	158.4472	0.8988582	0.144174	0.28995	0.431811	0.134066	2.030268	1.03794
150	-436.6144	-594.7046	158.0902	1.365932	0.353733	0.263673	0.190921	0.191674	2.189129	0.7492643
156	-437.5391	-593.0069	155.4677	6.541136	0.610888	0.143442	0.0550029	0.190667	2.077704	0.6039367
162	-435.9823	-594.4172	158.4349	1.116643	0.402681	0.337485	0.145566	0.114269	2.048886	0.7890523
168	-433.8431	-592.8668	159.0237	0.7626235	0.669935	0.229432	0.0531681	0.0474651	1.783579	0.8354616
174	-435.0218	-593.842	158.8202	0.7626235	0.26286	0.152457	0.455801	0.128882	1.85719	0.9803882
180	-440.9507	-596.6265	155.6758	6.100243	0.419077	0.243062	0.145356	0.192505	2.043593	0.5661173
186	-444.0757	-601.6057	157.53	2.162292	0.24307	0.412512	0.164191	0.180226	1.888511	1.008454
192	-450.6061	-605.5035	154.8974	9.042884	0.184813	0.112201	0.265407	0.437579	1.787957	0.7219048
198	-431.3759	-589.7978	158.4219	1.08682	0.0741449	0.254332	0.44574	0.225783	2.059885	0.8295886
204	-435.3386	-593.7113	158.3727	0.8624191	0.217936	0.490197	0.171179	0.120688	2.146879	1.033499
210	-431.0577	-589.7114	158.6537	0.6230458	0.182966	0.507242	0.11761	0.192182	2.071947	1.077154
216	-431.2167	-586.4092	155.1924	6.488577	0.534794	0.155831	0.189247	0.120128	2.361232	0.632252
222	-426.8684	-583.5339	156.6656	3.456046	0.435929	0.0433941	0.207744	0.312933	2.200583	0.6883254
228	-423.76	-581.4833	157.7233	1.882516	0.389874	0.151272	0.20302	0.255835	2.189233	0.6333956
234	-431.5199	-590.3774	158.8575	0.6082484	0.130454	0.347116	0.393143	0.129287	2.270534	0.4978414
240	-424.7575	-583.2805	158.5231	0.83456	0.0789145	0.474001	0.368876	0.0782087	2.359274	0.5619345
246	-417.5694	-575.8338	158.2645	0.8777718	0.0606575	0.481194	0.437122	0.0210264	2.553999	0.394161
252	-428.2509	-585.0366	156.7857	3.33485	0.208293	0.233428	0.495773	0.0625061	1.784186	1.108239
258	-433.3924	-591.3922	157.9998	1.435419	0.204966	0.675298	0.100825	0.0189103	1.953813	1.049948
264	-430.2505	-588.322	158.0716	1.47593	0.533384	0.0881591	0.253394	0.125063	1.856483	1.040518
270	-442.1369	-597.0236	154.8867	8.748345	0.563638	0.13422	0.179363	0.122779	1.648676	1.0052
276	-437.5504	-593.5796	156.0293	5.032545	0.403869	0.42579	0.0733934	0.0969476	1.817171	1.0052
282	-437.4082	-595.9164	158.5082	0.8076439	0.252158	0.381359	0.105699	0.260784	2.114859	0.9874943
288	-419.7741	-578.4262	158.6521	0.8283036	0.177289	0.665372	0.0326361	0.124703	2.232937	0.5776833
294	-435.1189	-593.7578	158.6389	0.5852486	0.0331477	0.387402	0.0633941	0.516056	2.508577	0.4530945
300	-422.2933	-579.9294	157.6362	1.965251	0.494497	0.307944	0.0109826	0.186576	2.187121	0.6867541
306	-425.7622	-581.6828	155.9206	5.146754	0.595447	0.208699	0.0132246	0.18263	1.892362	0.9898089
312	-433.4832	-590.0189	156.5358	2.826149	0.323183	0.5584	0.0389392	0.0794777	2.655631	0.3091485
318	-435.0935	-592.2498	157.1563	2.038747	0.325417	0.56226	0.0322959	0.0800271	2.655631	0.4255387
324	-437.9074	-593.8224	155.915	3.753144	0.172478	0.629766	0.0244704	0.173286	2.764429	0.3214649
330	-438.1126	-592.691	154.5785	7.156158	0.234654	0.443745	0.0117825	0.309818	2.686276	0.3214649
336	-426.6533	-584.063	157.4097	1.38891	0.671837	0.291551	0.0349251	0.00168616	2.871758	0.3341015
342	-433.5956	-589.4229	155.8273	3.842348	0.363741	0.611468	0.0229109	0.00188032	2.750256	0.2796536
348	-440.018	-590.6015	150.5835	32.12757	0.768772	0.0446627	0.185633	0.000931861	2.30579	0.4987029
354	-432.7155	-589.5879	156.8724	3.205607	0.548232	0.274859	0.176771	0.000137552	2.173152	0.6021255
360	-437.56	-596.2234	158.6634	0.8671526	0.310444	0.631182	0.0583289	4.53879e-05	2.177647	0.590061
366	-438.9843	-595.718	156.7337	3.175094	0.23932	0.402871	0.355136	0.0026727	2.346055	0.5300777
372	-448.6286	-606.9518	158.3232	0.6528749	0.471368	0.181697	0.0772447	0.269691	2.725974	0.3843921
378	-441.0392	-599.1558	158.1166	0.7804782	0.331251	0.368174	0.135473	0.165102	2.779652	0.3584066
384	-439.3701	-597.3358	157.9656	1.224949	0.23562	0.64657	0.0909401	0.02687	2.500971	0.6463937
390	-436.3985	-593.4993	157.1008	2.684507	0.255584	0.319807	0.312066	0.112543	2.273705	0.5524165
396	-440.934	-597.9674	157.0333	2.684507	0.46113	0.209442	0.0604662	0.268962	2.341198	0.5524165
402	-435.3701	-592.3938	157.0237	2.684507	0.326242	0.443171	0.113742	0.116845	2.352898	0.5401516
408	-437.5762	-595.3576	157.7814	1.631736	0.197726	0.449459	0.141707	0.211108	2.359214	0.4606252
414	-437.0838	-587.8551	150.7713	31.12682	0.332833	0.23397	0.149835	0.283363	2.124379	0.7646776
420	-437.1621	-595.7861	158.624	0.7461056	0.0766772	0.376017	0.280787	0.266519	2.147303	0.8985334
426	-438.839	-597.3754	158.5364	0.7461056	0.225398	0.652725	0.0728772	0.0489998	2.184657	0.9532331
432	-445.5022	-602.5652	157.063	2.599236	0.542178	0.290991	0.124552	0.0422787	2.04628	1.018381
438	-433.8785	-591.8612	157.9827	1.832092	0.492886	0.321378	0.138666	0.0470698	1.88504	0.7788081
444	-450.0711	-604.4425	154.3714	9.313457	0.187571	0.291631	0.251225	0.269574	2.257971	0.6858945
